movie_title,release_date,total_gross,inflation_adjusted_gross,release_year,genre_Action,genre_Adventure,genre_Black Comedy,genre_Comedy,genre_Concert/Performance,genre_Documentary,genre_Drama,genre_Horror,genre_Musical,genre_Other,genre_Romantic Comedy,genre_Thriller/Suspense,genre_Western,mpaa_rating_G,mpaa_rating_Not Rated,mpaa_rating_PG,mpaa_rating_PG-13,mpaa_rating_R
Shopgirl,2005-10-21,10284523,13519621,2005,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Chicken Little,2005-11-04,135386665,177954661,2005,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"The Chronicles of Narnia: The Lion, t…",2005-12-09,291710957,381557539,2005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Casanova,2005-12-25,11304403,14574087,2005,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Glory Road,2006-01-13,42647449,54888236,2006,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Annapolis,2006-01-27,17127992,22044113,2006,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Roving Mars,2006-01-27,10407978,12948025,2006,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Eight Below,2006-02-17,81612565,105037235,2006,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Shaggy Dog,2006-03-10,61123569,78667428,2006,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Stay Alive,2006-03-24,23086480,29712825,2006,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
The Wild,2006-04-14,37384046,48114115,2006,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Stick It,2006-04-28,26910736,34634731,2006,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Goal! The Dream Begins,2006-05-12,4283255,5512647,2006,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Cars,2006-06-09,244082982,314140384,2006,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Pirates of the Caribbean: Dead Man’…,2006-07-07,423315812,544817142,2006,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Step Up,2006-08-11,65328121,84078780,2006,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Invincible,2006-08-25,57806952,74398864,2006,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
The Guardian,2006-09-29,55011732,70801353,2006,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Prestige,2006-10-20,53089891,68289913,2006,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Tim Burton's The Nightmare Before Chr…,2006-10-20,24732041,30737517,2006,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
The Santa Clause 3: The Escape Clause,2006-11-03,84500122,108694869,2006,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Déjà Vu,2006-11-22,64038616,82267038,2006,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Apocalypto,2006-12-08,50866635,64959548,2006,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Primeval,2007-01-12,10597734,12985302,2007,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Bridge to Terabithia,2007-02-16,82234139,100760721,2007,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Wild Hogs,2007-03-02,168213584,206110533,2007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Meet the Robinsons,2007-03-30,97822171,119860589,2007,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Lookout,2007-03-30,4600585,5637048,2007,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
The Hoax,2007-04-06,7164995,8779196,2007,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
The Invisible,2007-04-27,20568319,25202168,2007,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Pirates of the Caribbean: At World’…,2007-05-24,309420425,379129960,2007,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Ratatouille,2007-06-29,206445654,252955933,2007,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Underdog,2007-08-03,43760605,53619462,2007,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Game Plan,2007-09-22,90648202,111010758,2007,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Dan in Real Life,2007-10-20,47642963,58350234,2007,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Enchanted,2007-11-21,127706877,156074310,2007,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
National Treasure 2: Book of Secrets,2007-12-21,219961501,267003525,2007,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Hannah Montana/Miley Cyrus: Best of B…,2008-02-01,65281781,76646993,2008,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Step Up 2 the Streets,2008-02-14,58017783,68118371,2008,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
College Road Trip,2008-03-07,45610425,53550960,2008,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Chronicles of Narnia: Prince Caspian,2008-05-16,141621490,166277038,2008,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
WALL-E,2008-06-27,223808164,262771918,2008,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Swing Vote,2008-08-01,16289867,19125841,2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Goal! 2: Living the Dream...,2008-08-29,225067,264247,2008,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Miracle at St. Anna,2008-09-26,7916887,9295171,2008,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Beverly Hills Chihuahua,2008-10-03,94514402,110932022,2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Morning Light,2008-10-17,275093,322979,2008,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
High School Musical 3: Senior Year,2008-10-24,90559416,106308538,2008,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Bolt,2008-11-21,114053759,133702498,2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Bedtime Stories,2008-12-25,110101975,128039679,2008,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Confessions of a Shopaholic,2009-02-13,44277350,49767744,2009,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Jonas Brothers: The 3D Concert Experi…,2009-02-27,38174685,38174685,2009,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Race to Witch Mountain,2009-03-13,67172594,75501997,2009,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Hannah Montana the Movie,2009-04-10,79576189,89443640,2009,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Earth,2009-04-22,32011576,35981010,2009,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Up,2009-05-29,293004164,329336681,2009,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Proposal,2009-06-19,163958031,184288829,2009,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
G-Force,2009-07-24,119436770,134246932,2009,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Gake no ue no Ponyo,2009-08-14,15090399,16961607,2009,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
X Games 3D: The Movie,2009-08-21,1391434,1563976,2009,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Walt and El Grupo,2009-09-10,20521,23064,2009,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Surrogates,2009-09-25,38577772,43361416,2009,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Toy Story 3D Double Feature,2009-10-02,30702446,34509545,2009,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Disney's A Christmas Carol,2009-11-06,137855863,154927105,2009,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
The Princess and the Frog,2009-11-25,104400899,116316457,2009,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Old Dogs,2009-11-25,49492060,55503929,2009,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
When in Rome,2010-01-29,32680633,34917330,2010,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Alice in Wonderland,2010-03-05,334191110,357063499,2010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Waking Sleeping Beauty,2010-03-26,80741,86264,2010,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
The Last Song,2010-03-31,62950384,67258772,2010,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Oceans,2010-04-22,19422319,20751600,2010,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Prince of Persia: Sands of Time,2010-05-28,90759676,96971361,2010,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Toy Story 3,2010-06-18,415004880,443408255,2010,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Sorcerer's Apprentice,2010-07-14,63150991,67473105,2010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Step Up 3D,2010-08-06,42400223,45302137,2010,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Gedo Senki (Tales from Earthsea),2010-08-13,48658,51988,2010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
You Again,2010-09-24,25702053,27461121,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Secretariat,2010-10-08,59699513,63781920,2010,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Tangled,2010-11-24,200821936,214388548,2010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Tron: Legacy,2010-12-17,172062763,183619259,2010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Gnomeo and Juliet,2011-02-11,99967670,106270797,2011,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
I am Number Four,2011-02-18,55100437,58574607,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Mars Needs Moms,2011-03-11,21392758,22741603,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
African Cats,2011-04-22,15428747,16401551,2011,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Zokkomon,2011-04-22,2815,2984,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Prom,2011-04-29,10130219,10768946,2011,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Pirates of the Caribbean: On Stranger…,2011-05-20,241063875,256263359,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Cars 2,2011-06-24,191450875,203522177,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Winnie the Pooh,2011-07-15,26692846,28375869,2011,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Help,2011-08-10,169705587,180404976,2011,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Fright Night,2011-08-19,18298649,19452402,2011,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Real Steel,2011-10-07,85463309,90848019,2011,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Muppets,2011-11-23,88625922,94189503,2011,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
War Horse,2011-12-25,79883359,84762149,2011,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
The Secret World of Arietty,2012-02-17,19192510,20325733,2012,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
John Carter,2012-03-09,73058679,77372445,2012,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Chimpanzee,2012-04-20,28965459,30675725,2012,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
The Avengers,2012-05-04,623279547,660081224,2012,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Brave,2012-06-22,237282182,251292441,2012,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
People Like Us,2012-06-29,12431792,13165822,2012,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
The Odd Life of Timothy Green,2012-08-15,51853450,54914942,2012,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Frankenweenie,2012-10-05,35287788,37363513,2012,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Wreck-It Ralph,2012-11-02,189412677,200354959,2012,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Lincoln,2012-11-09,182207973,192122330,2012,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Oz the Great and Powerful,2013-03-08,234770996,243434130,2013,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Iron Man 3,2013-05-03,408992272,424084233,2013,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Monsters University,2013-06-21,268488329,278395641,2013,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Lone Ranger,2013-07-02,89302115,92597388,2013,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
Disney Planes,2013-08-09,90282580,93614037,2013,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Fifth Estate,2013-10-18,3254172,3374251,2013,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Thor: The Dark World,2013-11-08,206362140,213962184,2013,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Kaze Tachinu,2013-11-08,5201879,5367415,2013,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Frozen,2013-11-22,400738009,414997174,2013,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Delivery Man,2013-11-22,30659817,31787136,2013,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Saving Mr. Banks,2013-12-13,83299761,86249969,2013,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Need for Speed,2014-03-14,43568507,44955015,2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Muppets Most Wanted,2014-03-21,51178893,52807594,2014,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Captain America: The Winter Soldier,2014-04-04,259746958,268013076,2014,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Bears,2014-04-18,17780194,18346024,2014,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Million Dollar Arm,2014-05-10,36447959,37607865,2014,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Maleficent,2014-05-30,241407328,249089809,2014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Planes: Fire and Rescue,2014-07-18,59157732,61040349,2014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Guardians of the Galaxy,2014-08-01,333172112,343771168,2014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Hundred-Foot Journey,2014-08-08,54235441,55961409,2014,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
"Alexander and the Terrible, Horrible,…",2014-10-10,66954149,69055550,2014,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Big Hero 6,2014-11-07,222527828,229249222,2014,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Into the Woods,2014-12-25,128002372,130894237,2014,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Strange Magic,2015-01-23,12429583,12429583,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"McFarland, USA",2015-02-20,44480275,44480275,2015,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Cinderella,2015-03-13,201151353,201151353,2015,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Monkey Kingdom,2015-04-17,16432322,16432322,2015,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Avengers: Age of Ultron,2015-05-01,459005868,459005868,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Tomorrowland,2015-05-22,93436322,93436322,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Inside Out,2015-06-19,356461711,356461711,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Ant-Man,2015-07-17,180202163,180202163,2015,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Bridge of Spies,2015-10-16,72313754,72313754,2015,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
The Good Dinosaur,2015-11-25,123087120,123087120,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Star Wars Ep. VII: The Force Awakens,2015-12-18,936662225,936662225,2015,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The Finest Hours,2016-01-29,27569558,27569558,2016,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Zootopia,2016-03-04,341268248,341268248,2016,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Jungle Book,2016-04-15,364001123,364001123,2016,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
A Beautiful Planet,2016-04-29,7895708,7895708,2016,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Captain America: Civil War,2016-05-06,408084349,408084349,2016,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Alice Through the Looking Glass,2016-05-27,77042381,77042381,2016,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Finding Dory,2016-06-17,486295561,486295561,2016,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The BFG,2016-07-01,55483770,55483770,2016,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Pete’s Dragon,2016-08-12,76233151,76233151,2016,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
The Light Between Oceans,2016-09-02,12545979,12545979,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Queen of Katwe,2016-09-23,8874389,8874389,2016,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Doctor Strange,2016-11-04,232532923,232532923,2016,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Moana,2016-11-23,246082029,246082029,2016,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Rogue One: A Star Wars Story,2016-12-16,529483936,529483936,2016,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
